Duration,Protocol,SourceIP,DestinationIP,SourcePort,DestinationPort,PacketCount,ByteCount,Label,isf_anomaly,ae_mse,ae_anomaly
83.23113266267876,ICMP,192.168.1.118,192.168.1.155,30451,300,986,1443795,Attack,0,0.08738702472557316,1
75.40006971882207,UDP,192.168.1.74,192.168.1.61,37842,615,963,593070,Normal,0,0.012531688825485563,0
73.42457827915838,TCP,192.168.1.97,192.168.1.124,64008,690,195,86189,Normal,0,0.04003193851077917,0
19.86529070257436,UDP,192.168.1.167,192.168.1.253,10170,967,675,472422,Normal,0,0.006562430918726753,0
99.99338936170736,TCP,192.168.1.49,192.168.1.239,13237,174,795,1442687,Attack,1,0.05521357314214883,1
90.55038025776555,TCP,192.168.1.190,192.168.1.254,15483,685,535,353068,Attack,0,0.011925790412499476,0
23.105720838844668,UDP,192.168.1.201,192.168.1.92,47774,255,123,784528,Normal,0,0.005110259214790394,0
39.21101809431829,TCP,192.168.1.206,192.168.1.2,32060,923,722,1160339,Normal,0,0.007873547431467894,0
87.661541795405,TCP,192.168.1.116,192.168.1.226,3101,559,174,1248806,Attack,0,0.011979847954655837,0
30.79382131425885,UDP,192.168.1.238,192.168.1.4,32944,789,953,1300979,Attack,0,0.0025999558317599558,0
70.92221610410824,TCP,192.168.1.50,192.168.1.233,23825,558,299,915940,Attack,0,0.01230046845769607,0
64.7617185649017,ICMP,192.168.1.223,192.168.1.217,64367,273,776,653381,Attack,0,0.02059074176504942,0
18.036209402698955,TCP,192.168.1.117,192.168.1.152,1801,582,697,850734,Normal,0,0.025215724091465646,0
94.60406273574644,TCP,192.168.1.186,192.168.1.141,21162,746,123,1268676,Attack,0,0.013328496722083083,0
31.490511369662265,TCP,192.168.1.182,192.168.1.90,39175,705,533,489356,Normal,0,0.013698842417063001,0
29.958655970735823,TCP,192.168.1.39,192.168.1.173,39935,593,504,392429,Attack,0,0.012680441613795038,0
58.65813737757441,TCP,192.168.1.230,192.168.1.115,24026,345,328,260969,Attack,0,0.012879099439011877,0
43.010722322395765,UDP,192.168.1.128,192.168.1.13,32566,717,466,1011359,Normal,0,0.008341212632152775,0
80.12397803722627,UDP,192.168.1.23,192.168.1.145,18020,754,335,1076786,Attack,0,0.015608104431840708,0
25.669627696887037,UDP,192.168.1.109,192.168.1.6,40507,613,677,429057,Attack,0,0.0091833363107789,0
70.51040544818767,TCP,192.168.1.183,192.168.1.152,19024,539,349,9996,Normal,0,0.012144395444291347,0
19.36591771863968,ICMP,192.168.1.99,192.168.1.250,29490,989,917,520711,Attack,0,0.013354195114785519,0
24.27338977784811,TCP,192.168.1.230,192.168.1.127,25177,359,275,269092,Normal,0,0.02610751322161655,0
90.01117695233886,ICMP,192.168.1.74,192.168.1.109,3418,794,854,1009641,Normal,0,0.04123259303515116,0
98.2480775972188,TCP,192.168.1.81,192.168.1.43,53880,38,509,1204862,Attack,0,0.01948265054910534,0
89.81496987276839,UDP,192.168.1.41,192.168.1.54,64606,675,38,1416953,Attack,1,0.03051496982196067,0
40.77043703634863,ICMP,192.168.1.15,192.168.1.76,18162,701,691,246471,Attack,0,0.025655791416271095,0
71.8671056548263,UDP,192.168.1.37,192.168.1.251,15552,782,229,627702,Normal,0,0.010789501836503176,0
99.23070935695172,ICMP,192.168.1.255,192.168.1.238,21179,391,31,476087,Attack,0,0.03414112404945322,0
33.90113190392743,ICMP,192.168.1.186,192.168.1.48,14815,1016,639,635389,Normal,0,0.003300068821612832,0
44.66181944888253,TCP,192.168.1.226,192.168.1.156,12616,963,125,1375964,Attack,0,0.013561166885238294,0
56.53371218233395,UDP,192.168.1.200,192.168.1.128,32263,314,574,69447,Attack,0,0.011953111167878118,0
33.826506272403854,TCP,192.168.1.41,192.168.1.136,34647,500,32,1074284,Normal,0,0.008583041589373997,0
6.171546123689764,ICMP,192.168.1.42,192.168.1.134,39814,960,46,1063937,Attack,0,0.008521912009539747,0
7.5696961582102045,TCP,192.168.1.44,192.168.1.190,29300,645,909,1453734,Normal,0,0.0044832116220410115,0
99.4975459373136,UDP,192.168.1.13,192.168.1.138,14708,567,228,494833,Normal,0,0.004701333267775483,0
48.26344395708798,UDP,192.168.1.139,192.168.1.57,26762,247,368,262025,Normal,0,0.007778740263774164,0
59.470507030966026,TCP,192.168.1.122,192.168.1.216,58357,346,339,1211901,Attack,0,0.015887642645010063,0
33.366564459882696,ICMP,192.168.1.186,192.168.1.206,13653,479,32,827620,Attack,0,0.0013453138209904604,0
45.74403215491505,TCP,192.168.1.244,192.168.1.230,20786,771,203,660069,Attack,0,0.008077364139726307,0
19.72268903408888,UDP,192.168.1.221,192.168.1.11,55696,702,325,1234767,Attack,0,0.007805892099958,0
9.176532076205191,ICMP,192.168.1.105,192.168.1.222,64872,991,88,1126071,Normal,1,0.03792465582486747,0
10.447205251039716,UDP,192.168.1.235,192.168.1.226,9188,129,856,34847,Attack,0,0.053917631886284456,1
13.805103330689084,UDP,192.168.1.202,192.168.1.140,27900,83,413,798608,Normal,0,0.012227173750624052,0
84.4663963291303,ICMP,192.168.1.80,192.168.1.19,22831,732,441,1370187,Normal,0,0.014200150074965149,0
91.99842786084407,TCP,192.168.1.160,192.168.1.10,11658,373,642,751488,Attack,0,0.006283245750460309,0
44.335709295951645,UDP,192.168.1.167,192.168.1.96,57250,120,532,1345793,Normal,0,0.015005291011185409,0
40.08163562286953,TCP,192.168.1.21,192.168.1.120,30353,579,107,775006,Attack,0,0.011905737713246975,0
21.80298553854165,TCP,192.168.1.132,192.168.1.139,38120,769,869,420359,Attack,0,0.005403919094838524,0
79.82581816789335,UDP,192.168.1.21,192.168.1.199,41941,943,316,351565,Normal,0,0.012150833370225383,0
44.00044144936028,ICMP,192.168.1.179,192.168.1.229,38510,680,522,661977,Normal,0,0.016036373951331236,0
53.17891952061812,ICMP,192.168.1.119,192.168.1.243,9467,675,345,906911,Normal,0,0.00796404369787014,0
96.74844902874324,UDP,192.168.1.209,192.168.1.160,60329,258,837,475195,Normal,0,0.011119870678468553,0
37.84701986968514,ICMP,192.168.1.194,192.168.1.45,7287,566,979,457231,Normal,0,0.010491339169274779,0
73.2318741061232,TCP,192.168.1.15,192.168.1.173,17228,475,871,1166043,Normal,0,0.013157593238414988,0
2.9795366737444096,UDP,192.168.1.62,192.168.1.195,24904,810,645,1118200,Attack,0,0.022493431763263804,0
36.74891309152491,ICMP,192.168.1.41,192.168.1.247,36694,417,469,1057980,Normal,0,0.006148462388691788,0
28.328136587113807,ICMP,192.168.1.52,192.168.1.161,11051,566,120,1108419,Attack,0,0.012344741308687446,0
72.95369500174648,UDP,192.168.1.15,192.168.1.88,3661,295,861,1034208,Attack,0,0.011293374075361818,0
25.26312109430328,TCP,192.168.1.229,192.168.1.175,33331,799,15,25166,Normal,0,0.03623955730626402,0
36.1431660914893,TCP,192.168.1.202,192.168.1.238,50820,199,977,203536,Attack,0,0.027949306836049043,0
6.809829131538692,TCP,192.168.1.233,192.168.1.120,6805,1006,772,1375801,Normal,1,0.047831622730088244,1
28.9988330890524,ICMP,192.168.1.232,192.168.1.28,61767,196,630,609932,Attack,0,0.010060825470684568,0
39.38824771159594,UDP,192.168.1.116,192.168.1.174,21329,371,602,640969,Normal,0,0.009057476111805286,0
61.38530281370051,TCP,192.168.1.237,192.168.1.136,20566,190,967,1347312,Attack,0,0.01726727575246772,0
16.146411301122765,TCP,192.168.1.193,192.168.1.153,36843,991,585,423438,Attack,0,0.022125023960978436,0
16.996375776837922,UDP,192.168.1.107,192.168.1.115,5432,702,304,216071,Normal,0,0.003365113069099384,0
31.2495419021566,UDP,192.168.1.206,192.168.1.220,22946,708,258,68114,Normal,0,0.02848427296079255,0
64.7190569455391,TCP,192.168.1.108,192.168.1.219,14315,355,152,935689,Normal,0,0.02014687545727886,0
90.65849927294724,ICMP,192.168.1.66,192.168.1.121,49746,680,762,1358079,Normal,0,0.05028952329114934,1
76.02778922450325,TCP,192.168.1.119,192.168.1.227,20649,779,198,653911,Attack,0,0.01449627443074386,0
20.426118943149973,TCP,192.168.1.229,192.168.1.144,50741,756,233,1203637,Attack,0,0.006874230421261854,0
35.98524155351301,UDP,192.168.1.57,192.168.1.15,1577,289,324,626946,Normal,0,0.05635200352756885,1
12.978115008060897,ICMP,192.168.1.255,192.168.1.136,19753,33,378,329675,Attack,0,0.047745459113751054,1
3.517009064808041,UDP,192.168.1.54,192.168.1.108,17944,374,590,1444253,Normal,0,0.023960791761543174,0
40.96692820721819,TCP,192.168.1.102,192.168.1.74,41849,740,648,56462,Normal,0,0.02338711251998696,0
66.29437884730662,TCP,192.168.1.51,192.168.1.215,65450,879,933,168857,Attack,1,0.020590710582737405,0
94.6280810762296,TCP,192.168.1.14,192.168.1.13,42866,756,516,442020,Attack,0,0.027896186813292333,0
2.6093853416321755,UDP,192.168.1.92,192.168.1.125,49950,916,165,1481622,Normal,1,0.007465402346641582,0
50.82514859372369,TCP,192.168.1.217,192.168.1.131,20579,869,768,277120,Normal,0,0.014749701364160064,0
94.0898277215756,ICMP,192.168.1.239,192.168.1.244,9405,892,528,970664,Attack,0,0.03855733415898667,0
45.99494989179881,UDP,192.168.1.97,192.168.1.172,32672,237,754,1236010,Normal,0,0.00825709669167592,0
6.7938075965106925,UDP,192.168.1.35,192.168.1.240,22848,272,723,411064,Attack,0,0.03019127223081273,0
24.3794401715822,TCP,192.168.1.40,192.168.1.14,33889,385,341,512900,Normal,0,0.011531319414784755,0
30.186130038206947,ICMP,192.168.1.229,192.168.1.102,30842,158,908,69599,Normal,0,0.009464490965446116,0
7.472832371891225,TCP,192.168.1.218,192.168.1.173,39251,669,543,1040653,Attack,0,0.012097206423379598,0
47.91312401620089,TCP,192.168.1.14,192.168.1.57,61230,157,859,1096176,Normal,0,0.028479789279720384,0
10.515918653375667,UDP,192.168.1.21,192.168.1.245,41876,158,732,1391950,Normal,0,0.0032698180131605905,0
11.14602129232486,ICMP,192.168.1.245,192.168.1.123,28984,152,450,426420,Attack,0,0.03713353907823547,0
95.4770784132124,ICMP,192.168.1.177,192.168.1.236,18867,473,286,946418,Normal,0,0.015301333330512357,0
64.89426492462137,ICMP,192.168.1.134,192.168.1.10,48479,396,261,915344,Attack,0,0.017908501742574554,0
80.9949864068215,TCP,192.168.1.77,192.168.1.227,58535,717,237,1235327,Attack,0,0.004490826253454491,0
30.33271405442933,TCP,192.168.1.232,192.168.1.136,51134,335,527,121474,Attack,0,0.017327993078084452,0
79.6833858381234,ICMP,192.168.1.219,192.168.1.183,49302,202,490,57786,Normal,0,0.0017856892024725498,0
51.74073716817165,ICMP,192.168.1.190,192.168.1.63,43480,619,372,1053190,Attack,0,0.009582526343379787,0
23.567815903697355,ICMP,192.168.1.31,192.168.1.158,52969,502,904,529461,Attack,0,0.012587801058419687,0
18.21476107427897,UDP,192.168.1.7,192.168.1.234,22186,177,897,477944,Attack,0,0.014620029725956007,0
82.66036026616464,TCP,192.168.1.27,192.168.1.186,39690,181,717,44393,Normal,0,0.022066078496036895,0
56.43035641405333,ICMP,192.168.1.90,192.168.1.80,8831,380,170,778104,Normal,0,0.032806047897296034,0
10.72547648492904,UDP,192.168.1.81,192.168.1.41,2154,705,852,463123,Attack,0,0.03234042484343602,0
12.829478010227623,UDP,192.168.1.46,192.168.1.14,47235,132,616,1158982,Normal,0,0.013979350664182405,0
17.552962030489628,ICMP,192.168.1.167,192.168.1.39,46625,523,638,302368,Attack,0,0.009345782420508507,0
26.21989525231889,TCP,192.168.1.20,192.168.1.34,4560,982,644,1012205,Attack,0,0.013674368077099658,0
54.298053376305965,ICMP,192.168.1.30,192.168.1.66,19659,387,186,1335675,Attack,0,0.011000214842430498,0
91.0530065078092,UDP,192.168.1.69,192.168.1.111,26268,347,738,839475,Attack,0,0.004138588812105759,0
40.07444084394831,UDP,192.168.1.48,192.168.1.98,19152,691,321,812008,Normal,0,0.008758138907927546,0
25.051872878986124,UDP,192.168.1.160,192.168.1.127,2501,429,605,268290,Normal,0,0.0256830274498544,0
75.20128287303108,ICMP,192.168.1.199,192.168.1.126,54535,385,554,752327,Normal,0,0.013585420477094837,0
81.78184000785458,TCP,192.168.1.120,192.168.1.57,11108,326,64,1124392,Attack,0,0.010859744479008653,0
71.18700180133351,ICMP,192.168.1.180,192.168.1.223,35277,374,126,1212295,Attack,0,0.0024690774192341687,0
12.67271628548694,ICMP,192.168.1.96,192.168.1.33,42929,440,821,901981,Attack,0,0.011687619955927922,0
48.78933565091608,TCP,192.168.1.63,192.168.1.1,23434,52,970,862882,Normal,0,0.027486301424445136,0
87.18236242722952,TCP,192.168.1.79,192.168.1.174,24511,425,819,922373,Normal,0,0.008478738459460119,0
10.688250235249486,ICMP,192.168.1.58,192.168.1.151,4960,585,545,1424498,Normal,0,0.012104154080931935,0
9.089372078784418,TCP,192.168.1.169,192.168.1.68,54951,484,165,1458252,Normal,0,0.006674139145563851,0
69.21578212247135,TCP,192.168.1.229,192.168.1.169,52767,847,416,322683,Normal,0,0.0037350205177904814,0
59.62269020776709,UDP,192.168.1.79,192.168.1.238,18831,870,885,699184,Attack,0,0.0056373459650785815,0
3.103290461719299,ICMP,192.168.1.111,192.168.1.205,46426,694,110,753622,Normal,0,0.04182595922909996,0
12.00513353154281,UDP,192.168.1.65,192.168.1.74,64403,1009,359,1362688,Normal,1,0.012346445953277978,0
59.04246653378394,ICMP,192.168.1.153,192.168.1.126,41091,742,806,606084,Attack,0,0.0037225905730493133,0
89.45575252080066,UDP,192.168.1.141,192.168.1.140,21408,716,873,1282189,Normal,0,0.027315759542159913,0
72.04725727608306,UDP,192.168.1.243,192.168.1.87,15673,458,93,614986,Attack,0,0.029866384964313285,0
31.051191229863985,TCP,192.168.1.200,192.168.1.55,23925,676,569,1443191,Normal,0,0.005273939143532314,0
4.214850239536516,TCP,192.168.1.91,192.168.1.250,47736,571,735,818344,Attack,0,0.018458318911206438,0
42.93809168542282,TCP,192.168.1.219,192.168.1.160,38848,709,901,279394,Normal,0,0.02139430988779541,0
16.312208873091883,UDP,192.168.1.216,192.168.1.64,29164,187,913,660262,Attack,0,0.013201989067530812,0
29.194599415800518,TCP,192.168.1.29,192.168.1.97,15961,992,696,522413,Attack,0,0.0025687824169313518,0
91.99509612437188,UDP,192.168.1.166,192.168.1.243,10096,20,360,707396,Attack,0,0.03437252131616676,0
52.09571608626696,UDP,192.168.1.2,192.168.1.213,14805,971,862,534458,Attack,0,0.006184613348875798,0
52.90947329895766,UDP,192.168.1.166,192.168.1.224,4932,81,41,730548,Normal,0,0.03131913027613709,0
87.05423089178761,UDP,192.168.1.18,192.168.1.196,31153,619,626,655574,Normal,0,0.009379942342921912,0
41.01268339816993,UDP,192.168.1.98,192.168.1.208,10515,507,884,964023,Attack,0,0.010041178770046058,0
14.494724690715463,ICMP,192.168.1.100,192.168.1.119,55246,789,202,980623,Attack,0,0.016220174622700454,0
18.32905775725362,ICMP,192.168.1.14,192.168.1.119,5283,1022,319,1402820,Normal,1,0.013006896629342235,0
71.12672258296229,ICMP,192.168.1.53,192.168.1.11,7779,803,194,131855,Attack,0,0.026764698599425908,0
10.820314191922066,ICMP,192.168.1.71,192.168.1.229,17235,95,13,642222,Normal,0,0.015459519418885303,0
26.723235332782625,TCP,192.168.1.191,192.168.1.23,21249,206,645,405007,Normal,0,0.003568150134372895,0
56.632310646570616,TCP,192.168.1.164,192.168.1.24,12091,423,876,1386519,Normal,0,0.01483044349939001,0
8.538116704655064,UDP,192.168.1.55,192.168.1.93,12758,370,203,228946,Normal,0,0.015087502550837056,0
45.98473288198088,ICMP,192.168.1.175,192.168.1.96,10123,341,930,365741,Normal,0,0.0058134066031892105,0
22.17502232816222,ICMP,192.168.1.168,192.168.1.164,30835,505,999,524640,Attack,0,0.00943896525139686,0
89.97646059839873,ICMP,192.168.1.14,192.168.1.52,53605,772,700,414149,Normal,0,0.011033385644147478,0
61.52444534238407,UDP,192.168.1.45,192.168.1.199,16773,403,759,201446,Normal,0,0.007969517814590425,0
36.21477981602415,ICMP,192.168.1.227,192.168.1.178,51076,967,817,1104821,Normal,0,0.013509734303669654,0
5.10658009707069,ICMP,192.168.1.216,192.168.1.245,60303,5,661,1339498,Attack,1,0.008493256217520407,0
95.8271763621247,UDP,192.168.1.166,192.168.1.198,35827,146,139,364712,Normal,0,0.016149293412904123,0
63.93679257160885,ICMP,192.168.1.67,192.168.1.133,19503,663,661,919985,Attack,0,0.0023365927764751665,0
86.30685025062745,TCP,192.168.1.15,192.168.1.162,6762,686,144,790862,Attack,0,0.00985165896286992,0
66.04811006751102,ICMP,192.168.1.132,192.168.1.71,17644,343,904,563210,Normal,0,0.0030699219305395384,0
80.06026046085123,ICMP,192.168.1.198,192.168.1.107,1201,1004,389,847146,Normal,0,0.04955369452906845,1
23.693228832029835,ICMP,192.168.1.118,192.168.1.165,58719,133,277,392495,Attack,0,0.008843442835399517,0
65.74229659132713,ICMP,192.168.1.148,192.168.1.248,32525,159,811,792629,Attack,0,0.011880360040599117,0
95.99445500514636,UDP,192.168.1.95,192.168.1.70,47630,314,410,756797,Normal,0,0.013153401218171153,0
59.51539282651983,TCP,192.168.1.69,192.168.1.25,27560,506,957,8913,Attack,0,0.02992203411162981,0
67.07494608797798,TCP,192.168.1.177,192.168.1.45,34749,713,138,290398,Normal,0,0.013457780357510224,0
19.984603830227087,UDP,192.168.1.131,192.168.1.251,36886,113,593,1187258,Attack,0,0.008926015383900357,0
83.62313104138664,TCP,192.168.1.151,192.168.1.76,36761,114,75,779622,Attack,0,0.011926777062040326,0
55.81315716282648,TCP,192.168.1.151,192.168.1.27,23709,534,478,1005160,Attack,0,0.0034467484707041583,0
54.94851559825472,TCP,192.168.1.228,192.168.1.226,47762,22,744,256010,Attack,0,0.02002297068270547,0
41.58418068511647,TCP,192.168.1.139,192.168.1.98,34671,1,567,1307612,Attack,0,0.019981580652139196,0
16.63457172088405,ICMP,192.168.1.54,192.168.1.155,14518,497,772,692043,Attack,0,0.015317322509647627,0
17.484654442860915,TCP,192.168.1.138,192.168.1.33,34895,837,487,1322462,Normal,0,0.00561424753318363,0
39.26755291768658,ICMP,192.168.1.91,192.168.1.226,3553,984,647,1295551,Normal,0,0.018500147717757216,0
59.59611400293509,TCP,192.168.1.237,192.168.1.81,4659,322,142,753181,Normal,0,0.045734071897459115,1
32.773839985232755,ICMP,192.168.1.51,192.168.1.30,49107,165,635,674630,Attack,0,0.012013953217522386,0
96.33876607436834,ICMP,192.168.1.81,192.168.1.147,47565,120,432,219019,Attack,0,0.015106475751758525,0
77.67342235167403,ICMP,192.168.1.155,192.168.1.91,46440,390,226,386409,Attack,0,0.005803241132833263,0
11.087498623801462,TCP,192.168.1.209,192.168.1.60,63402,54,49,175076,Normal,1,0.035625866150333044,0
80.04397209260222,TCP,192.168.1.8,192.168.1.10,35491,885,207,924913,Attack,0,0.02297106346178266,0
47.73049221233154,ICMP,192.168.1.135,192.168.1.2,15718,351,342,352548,Normal,0,0.01500784279792687,0
47.40102001842954,TCP,192.168.1.175,192.168.1.141,56462,767,53,1041500,Attack,0,0.0085534486824403,0
65.13986908666737,ICMP,192.168.1.101,192.168.1.224,58598,356,4,1223677,Attack,0,0.019691329897805636,0
64.09802577795612,ICMP,192.168.1.83,192.168.1.53,64410,1004,222,1089002,Normal,0,0.0022365439393810024,0
2.2850328677702425,UDP,192.168.1.133,192.168.1.33,52543,412,562,842338,Attack,0,0.02240553053835225,0
75.02173347633942,UDP,192.168.1.8,192.168.1.92,47560,930,519,719392,Normal,0,0.02744091697553288,0
54.3386749998872,ICMP,192.168.1.69,192.168.1.67,25083,903,502,585166,Attack,0,0.015783112698892227,0
86.06437001524046,ICMP,192.168.1.20,192.168.1.12,1701,492,357,741783,Attack,0,0.021560321087662405,0
65.89671249684106,ICMP,192.168.1.5,192.168.1.48,22191,156,162,817229,Attack,0,0.017537512311129856,0
43.35306132581095,UDP,192.168.1.61,192.168.1.178,31397,792,378,411560,Normal,0,0.02588546613542343,0
41.54047973875928,UDP,192.168.1.105,192.168.1.196,55477,113,688,221923,Attack,0,0.014234424974772796,0
61.62889675475519,UDP,192.168.1.138,192.168.1.221,27564,236,453,103901,Normal,0,0.013787940100436954,0
14.284290480188044,UDP,192.168.1.116,192.168.1.54,43323,798,135,95790,Normal,0,0.021534363843329525,0
97.72066072622984,UDP,192.168.1.104,192.168.1.8,59418,741,940,437109,Attack,0,0.01694668538584122,0
75.24296102352888,UDP,192.168.1.178,192.168.1.19,27873,440,652,373659,Attack,0,0.008901249063106489,0
96.03897360138474,TCP,192.168.1.186,192.168.1.28,42341,613,987,537115,Normal,0,0.0129646903235798,0
96.5527231134118,UDP,192.168.1.170,192.168.1.219,54445,661,459,534682,Normal,0,0.006518606804771382,0
38.09670746059361,ICMP,192.168.1.203,192.168.1.68,7737,131,786,1126359,Attack,0,0.023268930866253187,0
31.799451672442924,TCP,192.168.1.85,192.168.1.177,13542,331,668,911671,Attack,0,0.0183703846673045,0
25.60780560825224,UDP,192.168.1.16,192.168.1.69,56806,63,22,1247442,Attack,0,0.010444427726032358,0
42.70406077715492,UDP,192.168.1.113,192.168.1.108,40261,639,480,851383,Attack,0,0.012666463856589063,0
74.14398196813809,ICMP,192.168.1.103,192.168.1.101,4097,830,420,1475036,Attack,0,0.03448371462203735,0
30.28013445852228,UDP,192.168.1.114,192.168.1.30,39269,222,774,58169,Attack,0,0.010574696618038051,0
93.03303408478324,TCP,192.168.1.113,192.168.1.172,44610,780,485,980856,Attack,0,0.05059737082405898,1
31.61219150416378,UDP,192.168.1.232,192.168.1.32,36976,873,265,43293,Normal,0,0.01569883458015662,0
72.56886444605989,ICMP,192.168.1.148,192.168.1.134,37082,593,780,43745,Attack,0,0.024089271530189745,0
30.990348726565166,ICMP,192.168.1.157,192.168.1.142,20683,462,167,1312705,Normal,0,0.007602058752553681,0
12.785566085028254,TCP,192.168.1.46,192.168.1.113,4649,560,811,509458,Attack,0,0.03139257913822505,0
54.32157226779408,UDP,192.168.1.24,192.168.1.53,55714,326,711,522398,Normal,0,0.026806528244264105,0
57.84103526643389,TCP,192.168.1.45,192.168.1.19,38207,910,41,653752,Attack,0,0.008316262414139032,0
98.52600427812158,TCP,192.168.1.32,192.168.1.227,49261,614,701,480949,Attack,0,0.021061723632017117,0
31.34373069213329,TCP,192.168.1.6,192.168.1.5,23490,345,778,211627,Attack,0,0.001969188528825424,0
82.03004656450533,ICMP,192.168.1.37,192.168.1.176,34134,345,318,133824,Attack,0,0.015178239330018453,0
28.782560126508816,UDP,192.168.1.22,192.168.1.97,53960,254,74,286356,Normal,0,0.017990398401549083,0
90.72082376655388,TCP,192.168.1.118,192.168.1.212,20419,899,186,163837,Normal,0,0.04900273226481691,1
54.27865356205652,ICMP,192.168.1.116,192.168.1.12,31776,44,851,1461720,Attack,0,0.026975546497009333,0
7.974518390025642,TCP,192.168.1.187,192.168.1.205,3401,893,428,1294172,Attack,0,0.011095480341430753,0
56.46096261285207,UDP,192.168.1.231,192.168.1.41,17856,847,803,287200,Normal,0,0.01570087774620655,0
66.19161535657334,ICMP,192.168.1.205,192.168.1.133,9056,188,904,1267158,Attack,0,0.006358426412776269,0
76.18667339784298,TCP,192.168.1.186,192.168.1.139,47172,1021,891,1195667,Normal,1,0.02030693470703438,0
88.43578954307269,TCP,192.168.1.34,192.168.1.47,4565,459,987,1328228,Attack,1,0.06573488545669534,1
15.911984924081912,ICMP,192.168.1.93,192.168.1.62,54206,169,193,298408,Normal,0,0.016629293284906706,0
77.53218733077051,ICMP,192.168.1.25,192.168.1.255,33548,38,903,1112412,Normal,0,0.02394900978037213,0
24.11850803668669,TCP,192.168.1.49,192.168.1.219,18911,445,831,1394335,Attack,0,0.01123106222566771,0
15.135409637734254,ICMP,192.168.1.211,192.168.1.41,39677,831,266,65317,Normal,0,0.011408538958121614,0
89.42501257531252,TCP,192.168.1.222,192.168.1.158,25061,1006,605,1217674,Normal,0,0.03381332596528699,0
61.21349657948832,TCP,192.168.1.50,192.168.1.217,23831,188,48,710315,Attack,0,0.020319526396078404,0
79.54803981010448,TCP,192.168.1.98,192.168.1.137,48295,744,348,1325688,Normal,0,0.013308081241642922,0
48.05383379903802,ICMP,192.168.1.24,192.168.1.149,58245,459,6,1364112,Attack,0,0.034730634949891516,0
